,ent_name,corpus_url,sent
7291,Online food ordering,http://en.wikipedia.org/wiki/Online_food_ordering?oldid=1023631293&ns=0,"Online food ordering is the process of ordering food, for delivery or pickup, from a website or other application."
7292,Online marketplaces,https://en.wikipedia.org/wiki/Online_marketplace,An online marketplace (or online e-commerce marketplace) is a type of e-commerce website where product or service information is provided by multiple third parties.
7293,Contextual advertising,http://en.wikipedia.org/wiki/Contextual_advertising?oldid=1014286207&ns=0,"Contextual advertising is a form of targeted advertising for advertisements appearing on websites or other media, such as content displayed in mobile browsers."
7294,Behavioral retargeting,http://en.wikipedia.org/wiki/Behavioral_retargeting?oldid=1020847103&ns=0,"Behavioral retargeting (also known as behavioral remarketing, or simply, retargeting) is a form of online targeted advertising by which online advertising is targeted to consumers based on their previous internet behaviour."
7295,Computational trust,http://en.wikipedia.org/wiki/Computational_trust?oldid=1025014768&ns=0,"In information security, computational trust is the generation of trusted authorities or user trust through cryptography."
7296,Reputation management companies,http://en.wikipedia.org/wiki/Reputation_management_companies?oldid=1014916368&ns=0,"Reputation management, originally a public relations term, refers to the influencing, controlling, enhancing, or concealing of an individual's or group's reputation."
7297,Review websites,https://en.wikipedia.org/wiki/Review_site,"A review site is a website on which reviews can be posted about people, businesses, products, or services."
7298,Online advertising,http://en.wikipedia.org/wiki/Online_advertising?oldid=1023503399&ns=0,"Online advertising, also known as online marketing, Internet advertising, digital advertising or web advertising, is a form of marketing and advertising which uses the Internet to promote products and services to audiences and platform users."
7299,Affiliate marketing,http://en.wikipedia.org/wiki/Affiliate_marketing?oldid=1018648241&ns=0,"Affiliate marketing is a type of performance-based marketing in which a business rewards one or more affiliates for each visitor or customer brought by the affiliate's own marketing efforts.Affiliate marketing may overlap with other Internet marketing methods, including organic search engine optimization (SEO), paid search engine marketing (PPC – Pay Per Click), e-mail marketing, content marketing, and display advertising.Affiliate marketing is frequently overlooked by advertisers."
7300,Search engine optimization,http://en.wikipedia.org/wiki/Search_engine_optimization?oldid=1024287882&ns=0,Search engine optimization (SEO) is the process of improving the quality and quantity of website traffic to a website or a web page from search engines.
7301,Camerlengos of the Holy Roman Church,https://en.wikipedia.org/wiki/Camerlengo_of_the_Holy_Roman_Church,The Camerlengo of the Holy Roman Church is an office of the papal household that administers the property and revenues of the Holy See.
7302,Caritas Hong Kong,http://en.wikipedia.org/wiki/Caritas_Hong_Kong?oldid=1019389081&ns=0,"Caritas Hong Kong is a charitable organisation, a member of Caritas Internationalis, founded by the Catholic Diocese of Hong Kong in July 1953."
7303,OSF HealthCare,http://en.wikipedia.org/wiki/OSF_HealthCare?oldid=1015749149&ns=0,"OSF HealthCare is a not-for-profit Catholic health care organization that operates a medical group, hospital system, and other health care facilities in Illinois and Michigan."
7304,COVID-19 pandemic in Vatican City,http://en.wikipedia.org/wiki/COVID-19_pandemic_in_Vatican_City?oldid=1018612216&ns=0,The COVID-19 pandemic in Vatican City is part of the ongoing worldwide pandemic of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).
7305,Catholic hospitals,https://en.wikipedia.org/wiki/Catholic_Church_and_health_care,The Catholic Church is the largest non-government provider of health care services in the world.
7306,Dignity Health,http://en.wikipedia.org/wiki/Dignity_Health?oldid=1024177955&ns=0,Dignity Health (formerly Catholic Healthcare West) is a California-based not-for-profit public-benefit corporation that operates hospitals and ancillary care facilities in three states.
7307,Pontifical Council for the Pastoral Care of Health Care Workers,http://en.wikipedia.org/wiki/Pontifical_Council_for_the_Pastoral_Care_of_Health_Care_Workers?oldid=1019995110&ns=0,The Pontifical Council for the Pastoral Care of Health Care Workers was set up on 11 February 1985 by Pope John Paul II who reformed the Pontifical Commission for the Pastoral Assistance to Health Care Workers into its new form in 1988.
7308,St John of God Health Care,http://en.wikipedia.org/wiki/St_John_of_God_Health_Care?oldid=1005203888&ns=0,"St John of God Health Care  is a Catholic provider of health care services in Australia, with 24 hospitals and facilities comprising more than 3,400 beds."
7309,Nadar (caste),http://en.wikipedia.org/wiki/Nadar_(caste)?oldid=1019924428&ns=0,"Nadar (also referred to as Nadan, Shanar and Shanan) is a Tamil caste of India."
7310,Daimyo,http://en.wikipedia.org/wiki/Daimyo?oldid=1022337220&ns=0,"Daimyo (大名, daimyō, Japanese pronunciation: [daimʲoː] (listen)) were powerful Japanese magnates, feudal lords who, from the 10th century to the early Meiji period in the middle 19th century, ruled most of Japan from their vast, hereditary land holdings."
7311,Carsharing,http://en.wikipedia.org/wiki/Carsharing?oldid=1025586966&ns=0,"Carsharing or car sharing (AU, NZ, CA, TH, & US) or car clubs (UK) is a model of car rental where people rent cars for short periods of time, often by the hour."
7312,Post-2008 Irish economic downturn,http://en.wikipedia.org/wiki/Post-2008_Irish_economic_downturn?oldid=1025988427&ns=0,"The post-2008 Irish economic downturn in the Republic of Ireland, coincided with a series of banking scandals, followed the 1990s and 2000s Celtic Tiger period of rapid real economic growth fuelled by foreign direct investment, a subsequent property bubble which rendered the real economy uncompetitive, and an expansion in bank lending in the early 2000s."
7313,Madoff investment scandal,http://en.wikipedia.org/wiki/Madoff_investment_scandal?oldid=1025812181&ns=0,The Madoff investment scandal was a major case of stock and securities fraud discovered in late 2008.
7314,Warburg Institute,http://en.wikipedia.org/wiki/Warburg_Institute?oldid=1018816829&ns=0,"The Warburg Institute is a research institution associated with the University of London in central London, England."
7315,United States housing bubble,http://en.wikipedia.org/wiki/United_States_housing_bubble?oldid=1014695503&ns=0,The United States housing bubble was a real estate bubble affecting over half of the U.S. states.
7316,Fajemirokun family,https://en.wikipedia.org/wiki/Henry_Fajemirokun,"Henry Oloyede Fajemirokun, CON (July 26, 1926 – February 15, 1978) was a trade unionist who later became a prominent Nigerian Industrialist and businessman and one of the country's dynamic indigenous entrepreneurs who had established and built one of the foremost indigenous private sector business concerns in his time."
7317,Woodward family,https://en.wikipedia.org/wiki/Woodard_Family_Rural_Historic_District,"Woodard Family Rural Historic District is a national historic district located near Wilson, Wilson County, North Carolina."
7318,House of Habib,http://en.wikipedia.org/wiki/House_of_Habib?oldid=1006180235&ns=0,"The House of Habib (ہاؤس آف حبیب) is a Pakistani conglomerate company based in Karachi, Pakistan."
7319,House of Medici,http://en.wikipedia.org/wiki/House_of_Medici?oldid=1022843845&ns=0,"The House of Medici (English:  MED-i-chee, Italian: [ˈmɛːditʃi]) was an Italian banking family and political dynasty that first began to gather prominence under Cosimo de' Medici, in the Republic of Florence during the first half of the 15th century."
7320,House of Torlonia,https://en.wikipedia.org/wiki/Torlonia,"The House of Torlonia is the name of an Italian princely family from Rome, which acquired a huge fortune in the 18th and 19th centuries through administering the finances of the Vatican."
7321,Mitsui family,http://en.wikipedia.org/wiki/Mitsui_family?oldid=1006353167&ns=0,"The Mitsui family (三井家, Mitsui-ke) is one of the most powerful families of merchants and industrialists in Japan."
7322,Curiel family,http://en.wikipedia.org/wiki/Curiel_family?oldid=1025702394&ns=0,The Curie family is a French family with a number of illustrious scientists.
7323,Fould family,http://en.wikipedia.org/wiki/Fould_family?oldid=994807847&ns=0,The Fould family is a family of French Jewish descent known for success in banking.
7324,Seyler family,http://en.wikipedia.org/wiki/Seyler_family?oldid=1024565024&ns=0,"The Seyler family (also spelled Seiler) is a Swiss family, originally a patrician family from Liestal near Basel."
7325,Lazard family,https://en.wikipedia.org/wiki/L%C3%A1z%C3%A1r_family,The Lázár family de Szárhegy was a Hungarian noble family originating in the 15th century.
7326,Berenberg Bank,http://en.wikipedia.org/wiki/Berenberg_Bank?oldid=1025334188&ns=0,Joh.
7327,Imerys,http://en.wikipedia.org/wiki/Imerys?oldid=1015036246&ns=0,Imerys S.A. is a French multinational company which specialises in the production and processing of industrial minerals.
7328,Barons Rothschild,https://en.wikipedia.org/wiki/Baron_Rothschild,"Baron Rothschild, of Tring in the County of Hertfordshire, is a title in the Peerage of the United Kingdom."
7329,Private providers of NHS services,http://en.wikipedia.org/wiki/Private_providers_of_NHS_services?oldid=975941765&ns=0,The private provision of NHS services has been controversial since at least 1990.
7330,Health and Social Care (Northern Ireland),http://en.wikipedia.org/wiki/Health_and_Social_Care_(Northern_Ireland)?oldid=1023732273&ns=0,"Health and Social Care (HSC) (Irish: Sláinte agus Cúram Sóisialta,  [ˈsˠlaːnʲtʲəˈaɡəsˠˈkuːɾˠəmˠˈsˠoːʃiəlt̪ˠə]) is the publicly funded healthcare system in Northern Ireland."
7331,National Health Service (England),http://en.wikipedia.org/wiki/National_Health_Service_(England)?oldid=1023731411&ns=0,"The National Health Service (NHS) is the publicly funded healthcare system in England, and one of the four National Health Service systems in the United Kingdom."
7332,NHS Scotland,http://en.wikipedia.org/wiki/NHS_Scotland?oldid=1025977415&ns=0,"NHS Scotland, sometimes styled NHSScotland, is the publicly funded healthcare system in Scotland, and one of the four systems which make up the National Health Service in the United Kingdom."
7333,NHS Wales,http://en.wikipedia.org/wiki/NHS_Wales?oldid=1025754516&ns=0,"NHS Wales (Welsh: GIG (Gwasanaeth Iechyd Gwladol) Cymru) is the publicly-funded healthcare system in Wales, and one of the four systems which make up the National Health Service in the United Kingdom."
7334,NHS ambulance services,http://en.wikipedia.org/wiki/NHS_ambulance_services?oldid=989766745&ns=0,"National Health Service ambulance services provide free at the point of use emergency medical care to any person requiring treatment, regardless of immigration or visitor status, within the United Kingdom."
7335,NHS hospitals,https://en.wikipedia.org/wiki/Hospital_trust,"A hospital trust, also known as an acute trust, is an NHS trust that provides secondary health services within the English National Health Service and, until they were abolished, in NHS Wales."
7336,National Health Action Party,http://en.wikipedia.org/wiki/National_Health_Action_Party?oldid=1025436653&ns=0,The National Health Action Party (NHA) is a political party in the United Kingdom.
7337,Blackburn College (Illinois),http://en.wikipedia.org/wiki/Blackburn_College_(Illinois)?oldid=1023214620&ns=0,"Blackburn College is a private college in Carlinville, Illinois."
7338,MacArthur Fellows,https://en.wikipedia.org/wiki/MacArthur_Fellows_Program,"The MacArthur Fellows Program, also known as the MacArthur Fellowship and commonly but unofficially known as the ""Genius Grant"", is a prize awarded annually by the John D. and Catherine T. MacArthur Foundation typically to between 20 and 30 individuals, working in any field, who have shown ""extraordinary originality and dedication in their creative pursuits and a marked capacity for self-direction"" and are citizens or residents of the United States.According to the foundation's website, ""the fellowship is not a reward for past accomplishment, but rather an investment in a person's originality, insight, and potential,"" but it also says such potential is ""based on a track record of significant accomplishments."" The current prize is $625,000 paid over five years in quarterly installments."
7339,Sloan Research Fellows,https://en.wikipedia.org/wiki/Sloan_Research_Fellowship,"The Sloan Research Fellowships are awarded annually by the Alfred P. Sloan Foundation since 1955 to ""provide support and recognition to early-career scientists and scholars""."
7340,Alexander von Humboldt Fellows,https://en.wikipedia.org/wiki/Alexander_von_Humboldt_Foundation,"The Alexander von Humboldt Foundation (German: Alexander von Humboldt-Stiftung) is a foundation established by the government of the Federal Republic of Germany and funded by the Federal Foreign Office, the Federal Ministry of Education and Research, the Federal Ministry for Economic Cooperation and Development as well as other national and international partners; it promotes international academic cooperation between excellent scientists and scholars from Germany and from abroad."
7341,Ford Foundation fellowships,https://en.wikipedia.org/wiki/Ford_Foundation,The Ford Foundation is an American private foundation with the stated goal of advancing human welfare.
7342,Thiel fellows,https://en.wikipedia.org/wiki/Thiel_Fellowship,The Thiel Fellowship (originally named 20 under 20) is a fellowship created by billionaire Peter Thiel through the Thiel Foundation.
7343,Rockefeller Fellows,https://en.wikipedia.org/wiki/Rockefeller_Foundation,"The Rockefeller Foundation is an American private foundation based at 420 Fifth Avenue, New York City."
7344,Lists of Guggenheim Fellowships,https://en.wikipedia.org/wiki/List_of_Guggenheim_Fellowships_awarded_in_2005,List of Guggenheim Fellowships awarded in 2005.
7345,White House Fellows,http://en.wikipedia.org/wiki/White_House_Fellows?oldid=1009888118&ns=0,"The White House Fellows program is a federal fellowship program established via Executive Order by President of the United States Lyndon B. Johnson in October 1964, based upon a suggestion from John W. Gardner, then the president of Carnegie Corporation, who would eventually become the 6th Secretary of Health, Education, and Welfare."
7346,O'Reilly Foundation,http://en.wikipedia.org/wiki/O'Reilly_Foundation?oldid=991212691&ns=0,"The O'Reilly Foundation is a personal charitable trust set up in 1998 by media magnate, and former CEO of Heinz, Sir Anthony ""Tony"" O'Reilly."
7347,Canada Pension Plan,http://en.wikipedia.org/wiki/Canada_Pension_Plan?oldid=1002770544&ns=0,"The Canada Pension Plan (CPP; French: Régime de pensions du Canada) is a contributory, earnings-related social insurance program."
7348,Caisse de dépôt et de gestion,http://en.wikipedia.org/wiki/Caisse_de_dépôt_et_de_gestion?oldid=1014896013&ns=0,"The Caisse de dépot et de gestion (French for Deposit and Management Fund, shortened as CDG) is a state-owned financial institution which manages long-term savings in Morocco."
7349,Federal Retirement Thrift Investment Board,http://en.wikipedia.org/wiki/Federal_Retirement_Thrift_Investment_Board?oldid=1004522856&ns=0,The Federal Retirement Thrift Investment Board is an independent agency of the United States government by the Federal Employees Retirement System Act of 1986.
7350,Government spending,http://en.wikipedia.org/wiki/Government_spending?oldid=1023246805&ns=0,"Government spending or expenditure includes all government consumption, investment, and transfer payments."
7351,Fiscal federalism,http://en.wikipedia.org/wiki/Fiscal_federalism?oldid=1002478483&ns=0,"As a subfield of public economics, fiscal federalism is concerned with ""understanding which functions and instruments are best centralized and which are best placed in the sphere of decentralized levels of government"" (Oates, 1999)."
7352,Tax policy,http://en.wikipedia.org/wiki/Tax_policy?oldid=1020672011&ns=0,"Tax policy is the choice by a government as to what taxes to impose, in what amounts, and on whom."
7353,Tax forms,https://en.wikipedia.org/wiki/IRS_tax_forms,Internal Revenue Service (IRS) tax forms are forms used for taxpayers and tax-exempt organizations to report financial information to the Internal Revenue Service of the United States.
7354,International taxation,http://en.wikipedia.org/wiki/International_taxation?oldid=1025324398&ns=0,"International taxation is the study or determination of tax on a person or business subject to the tax laws of different countries, or the international aspects of an individual country's tax laws as the case may be."
7355,Tax noncompliance,http://en.wikipedia.org/wiki/Tax_noncompliance?oldid=1023076898&ns=0,Tax noncompliance (informally tax avoision) is a range of activities that are unfavorable to a government's tax system.
7356,Tax administration,https://en.wikipedia.org/wiki/Tax,"A tax is a compulsory financial charge or some other type of levy imposed on a taxpayer (an individual or legal entity) by a governmental organization in order to fund government spending and various public expenditures (regional, local, or national), and tax compliance refers to policy actions and individual behaviour aimed at ensuring that taxpayers are paying the right amount of tax at the right time and securing the correct tax allowances and tax reliefs."
7357,Tax law,http://en.wikipedia.org/wiki/Tax_law?oldid=1025971304&ns=0,"Tax law or revenue law is an area of legal study in which public or sanctioned authorities, such as federal, state and municipal governments (as in the case of the US) use a body of rules and procedures (laws) to assess and collect taxes in a legal context."
7358,Local taxation,https://en.wikipedia.org/wiki/List_of_countries_by_tax_rates,"A comparison of tax rates by countries is difficult and somewhat subjective, as tax laws in most countries are extremely complex and the tax burden falls differently on different groups in each country and sub-national unit."
7359,Federal Election Commission,http://en.wikipedia.org/wiki/Federal_Election_Commission?oldid=1024757824&ns=0,The Federal Election Commission (FEC) is an independent regulatory agency of the United States whose purpose is to enforce campaign finance law in United States federal elections.
7360,Campaign finance reform in the United States,http://en.wikipedia.org/wiki/Campaign_finance_reform_in_the_United_States?oldid=1020231668&ns=0,Campaign finance laws in the United States have been a contentious political issue since the early days of the union.
7361,527 organizations,https://en.wikipedia.org/wiki/527_organization,A 527 organization or 527 group is a type of U.S. tax-exempt organization organized under Section 527 of the U.S. Internal Revenue Code (26 U.S.C. § 527).
7362,Mediacorp,http://en.wikipedia.org/wiki/Mediacorp?oldid=1020491281&ns=0,"Mediacom Communications Corporation is the United States' fifth largest cable television provider based on the number of video subscribers, and among the leading cable operators focused on serving smaller cities and towns."
7363,Optus,http://en.wikipedia.org/wiki/Optus?oldid=1023218601&ns=0,"Singtel Optus Pty Limited (commonly referred to as Optus) is an Australian telecommunications company headquartered in Macquarie Park, New South Wales, Australia."
7364,Singapore Airlines,http://en.wikipedia.org/wiki/Singapore_Airlines?oldid=1025887286&ns=0,Singapore Airlines (abbreviation: SIA) is the flag carrier airline of Singapore with its hub located at Singapore Changi Airport.
7365,CapitaLand,http://en.wikipedia.org/wiki/CapitaLand?oldid=1020016226&ns=0,"CapitaLand Limited is a Singaporean multinational alternative asset management company focusing on real estate, infrastructure and private equity."
7366,Public housing in the United Kingdom,http://en.wikipedia.org/wiki/Public_housing_in_the_United_Kingdom?oldid=1023134195&ns=0,"Public housing in the United Kingdom, also known as council estates, council housing, or social housing, provided the majority of rented accommodation until 2011 when the number of households in private rental housing surpassed the number in social housing."
7367,Irish Poor Laws,http://en.wikipedia.org/wiki/Irish_Poor_Laws?oldid=1000968299&ns=0,The Irish Poor Laws were a series of Acts of Parliament intended to address social instability due to widespread and persistent poverty in Ireland.
7368,English Poor Laws,http://en.wikipedia.org/wiki/English_Poor_Laws?oldid=1014326345&ns=0,The English Poor Laws were a system of poor relief in England and Wales that developed out of the codification of late-medieval and Tudor-era laws in 1587–1598.
7369,Under-occupancy penalty,http://en.wikipedia.org/wiki/Under-occupancy_penalty?oldid=892668297&ns=0,"The under-occupancy penalty (also known as the under occupation penalty, under-occupancy charge, under-occupation charge or size criteria) results from a reform contained in the British Welfare Reform Act 2012 whereby tenants living in public housing (also called council or social housing) with rooms deemed ""spare"" face a reduction in Housing Benefit, resulting in them being obliged to fund this reduction from their incomes or to face rent arrears and potential eviction by their landlord (be that the local authority or a housing association)."
7370,Scottish Poor Laws,http://en.wikipedia.org/wiki/Scottish_Poor_Laws?oldid=1020056689&ns=0,The Scottish Poor Laws were the statutes concerning poor relief passed in Scotland between 1579 and 1929.
7371,Free meals,https://en.wikipedia.org/wiki/Free_Me_(album),"Free Me is the second studio album by English singer Emma Bunton, released on 9 February 2004 by 19 Recordings."
7372,Labour law,http://en.wikipedia.org/wiki/Labour_law?oldid=1009121953&ns=0,"Labour laws (also known as labor laws or employment laws) are those that mediate the relationship between workers, employing entities, trade unions, and the government."
7373,Bolivarian missions,http://en.wikipedia.org/wiki/Bolivarian_missions?oldid=1019593202&ns=0,"The Bolivarian missions are a series of over thirty social programs implemented under the administration of former Venezuelan president Hugo Chávez and continued by Chávez's successor, Nicolás Maduro."
7374,Parental leave,http://en.wikipedia.org/wiki/Parental_leave?oldid=1025297137&ns=0,"Parental leave, or family leave, is an employee benefit available in almost all countries."
7375,Universal health care,http://en.wikipedia.org/wiki/Universal_health_care?oldid=1014502232&ns=0,"Universal health care (also called universal health coverage, universal coverage, or universal care) is a health care system in which all residents of a particular country or region are assured access to health care."
7376,Public schools,https://en.wikipedia.org/wiki/Public_school,"A public school in England and Wales (but not Scotland) is a fee-charging endowed school originally for older boys that was ""public"" in the sense of being open to pupils irrespective of locality, denomination or paternal trade or profession."
7377,Agricultural subsidies,https://en.wikipedia.org/wiki/Agricultural_subsidy,"An agricultural subsidy (also called an agricultural incentive) is a government incentive paid to agribusinesses, agricultural organizations and farms to supplement their income, manage the supply of agricultural commodities, and influence the cost and supply of such commodities."
7378,Central Bank of Ireland,http://en.wikipedia.org/wiki/Central_Bank_of_Ireland?oldid=1021946113&ns=0,"The Central Bank of Ireland (Irish: Banc Ceannais na hÉireann) is Ireland's central bank, and as such part of the European System of Central Banks (ESCB)."
7379,Central Bank of Nigeria,http://en.wikipedia.org/wiki/Central_Bank_of_Nigeria?oldid=1024351101&ns=0,"The Central Bank of Nigeria (CBN) is the central bank and apex monetary authority of Nigeria established by the CBN Act of 1958 and commenced operations on July 1, 1959.The major regulatory objectives of the bank as stated in the CBN Act are to: maintain the external reserves of the country, promote monetary stability and a sound financial environment, and act as a banker of last resort and financial adviser to the federal government."
7380,Central Bank of Russia,http://en.wikipedia.org/wiki/Central_Bank_of_Russia?oldid=1017143575&ns=0,"The Central Bank of the Russian Federation (CBR; Russian: Центральный банк Российской Федерации), doing business as the Bank of Russia (Russian: Банк России), is the central bank of the Russian Federation."
7381,Central Bank of Sri Lanka,http://en.wikipedia.org/wiki/Central_Bank_of_Sri_Lanka?oldid=1021606393&ns=0,The Central Bank of Sri Lanka (CBSL) (Sinhala: ශ්‍රී ලංකා මහ බැංකුව Sri Lanka Maha Bankuwa) is the monetary authority of Sri Lanka.
7382,Central Bank of The Bahamas,http://en.wikipedia.org/wiki/Central_Bank_of_The_Bahamas?oldid=1011359906&ns=0,The Central Bank of The Bahamas is the reserve bank of The Bahamas based in the capital Nassau.
7383,European Central Bank,http://en.wikipedia.org/wiki/European_Central_Bank?oldid=1025946556&ns=0,The European Central Bank (ECB) is the prime component of the Eurosystem and the European System of Central Banks (ESCB) as well as one of seven institutions of the European Union.
7384,European System of Central Banks,http://en.wikipedia.org/wiki/European_System_of_Central_Banks?oldid=984278725&ns=0,The European System of Central Banks (ESCB) consists of the European Central Bank (ECB) and the national central banks (NCBs) of all 27 member states of the European Union (EU).
7385,Bank of England,http://en.wikipedia.org/wiki/Bank_of_England?oldid=1025039773&ns=0,"The Bank of England is the central bank of the United Kingdom and the model on which most modern central banks have been based. Established in 1694 to act as the English Government's banker, and still one of the bankers for the Government of the United Kingdom, it is the world's eighth-oldest bank."
7386,Reserve Bank of Australia,http://en.wikipedia.org/wiki/Reserve_Bank_of_Australia?oldid=1019008259&ns=0,The Reserve Bank of Australia (RBA) is Australia's central bank and banknote issuing authority.
7387,Reserve Bank of India,http://en.wikipedia.org/wiki/Reserve_Bank_of_India?oldid=1025962900&ns=0,"The Reserve Bank of India, chiefly known as RBI, is India's central bank and regulatory body responsible for regulation of the Indian banking system."
7388,Bank of Canada,http://en.wikipedia.org/wiki/Bank_of_Canada?oldid=1018526396&ns=0,The Bank of Canada (BoC; French: Banque du Canada) is a Crown corporation and Canada's central bank.
7389,Bank of Ghana,http://en.wikipedia.org/wiki/Bank_of_Ghana?oldid=1012002569&ns=0,The Bank of Ghana (abbreviated as BoG) is the central bank of Ghana.
7390,Bank of Greece,http://en.wikipedia.org/wiki/Bank_of_Greece?oldid=1020373483&ns=0,"The Bank of Greece (Greek: Τράπεζα της Ελλάδος Trapeza tis Ellados, abbreviated ΤτΕ) is the central bank of Greece."
7391,Bank of Italy,http://en.wikipedia.org/wiki/Bank_of_Italy?oldid=1006376224&ns=0,"The Bank of Italy, known in Italian, is the central bank of Italy and part of the European System of Central Banks."
7392,Bank of Spain,http://en.wikipedia.org/wiki/Bank_of_Spain?oldid=1019840551&ns=0,The Bank of Spain (Spanish: Banco de España) is the central bank of Spain.
7393,State Bank of Pakistan,http://en.wikipedia.org/wiki/State_Bank_of_Pakistan?oldid=1018326227&ns=0,The State Bank of Pakistan (SBP) (Urdu: بینک دَولتِ پاکِستان) is the central bank of Pakistan.
7394,Inter-Governmental Group on Indonesia,http://en.wikipedia.org/wiki/Inter-Governmental_Group_on_Indonesia?oldid=974301209&ns=0,The Inter-Governmental Group on Indonesia (IGGI) was established in 1967 as an international consortium of official donors to coordinate the provision of foreign assistance to Indonesia.
7395,Western Union,http://en.wikipedia.org/wiki/Western_Union?oldid=1026102335&ns=0,"The Western Union Company is an American worldwide financial services and communications company, headquartered in Denver, Colorado."
7396,Offshore magic circle,http://en.wikipedia.org/wiki/Offshore_magic_circle?oldid=1017989370&ns=0,"The offshore magic circle is the set of the largest multi-jurisdictional law firms who specialise in offshore financial centres, especially the laws of the British Overseas Territories of Bermuda, Cayman Islands, and British Virgin Islands, and the Crown dependencies of Jersey and Guernsey."
7397,Tax inversions,https://en.wikipedia.org/wiki/Tax_inversion,"A tax inversion or corporate tax inversion is a form of tax avoidance where a corporation restructures so that the current parent is replaced by a foreign parent, and the original parent company becomes a subsidiary of the foreign parent, thus moving its tax residence to the foreign country."
7398,Cost engineering,http://en.wikipedia.org/wiki/Cost_engineering?oldid=988289559&ns=0,"Cost engineering is ""the engineering practice devoted to the management of project cost, involving such activities as estimating, cost control, cost forecasting, investment appraisal and risk analysis""."
7399,Balance sheet,http://en.wikipedia.org/wiki/Balance_sheet?oldid=1025582279&ns=0,"In financial accounting, a balance sheet (also known as statement of financial position or statement of financial condition) is a summary of the financial balances of an individual or organization, whether it be a sole proprietorship, a business partnership, a corporation, private limited company or other organization such as government or not-for-profit entity."
7400,Partial zero-emissions vehicles,https://en.wikipedia.org/wiki/Partial_zero-emissions_vehicle,"A partial zero emission vehicle, in the United States, is an automobile that has zero evaporative emissions from its fuel system, has a 15-year (or at least 150,000-mile) warranty on its emission-control components, and meets SULEV tailpipe-emission standards."
7401,Zero-emissions vehicles,https://en.wikipedia.org/wiki/Zero-emissions_vehicle,"A zero-emission vehicle, or ZEV, is a vehicle that does not emit exhaust gas or other pollutants from the onboard source of power."
7402,United Confederate Veterans,http://en.wikipedia.org/wiki/United_Confederate_Veterans?oldid=1018643451&ns=0,"The United Confederate Veterans (UCV, or simply Confederate Veterans) was an American Civil War veterans' organization headquartered in New Orleans, Louisiana."
7403,United Daughters of the Confederacy,http://en.wikipedia.org/wiki/United_Daughters_of_the_Confederacy?oldid=1026199611&ns=0,"The United Daughters of the Confederacy (UDC) is an American neo-Confederate hereditary association for female descendants of Confederate Civil War soldiers engaging in the commemoration of these ancestors, the funding of monuments to them, and the promotion of the pseudohistorical Lost Cause ideology and corresponding white supremacy.Established in Nashville, Tennessee in 1894, the group venerated the Ku Klux Klan during the first half of the 20th century and funded the construction of a monument to the Klan in 1926."
7404,Sons of Confederate Veterans,http://en.wikipedia.org/wiki/Sons_of_Confederate_Veterans?oldid=1026243950&ns=0,"The Sons of Confederate Veterans (SCV) is an American neo-Confederate nonprofit organization of male descendants of Confederate soldiers: 6–9  engaging in the commemoration of these ancestors, the funding and dedication of monuments to them, and the promotion of the pseudohistorical Lost Cause ideology and corresponding white supremacy."
7405,Veterans of Foreign Wars,http://en.wikipedia.org/wiki/Veterans_of_Foreign_Wars?oldid=1025929384&ns=0,"The Veterans of Foreign Wars (VFW), formally the Veterans of Foreign Wars of the United States, is an organization of US war veterans, who, as military service members fought in wars, campaigns, and expeditions on foreign land, waters, or airspace."
7406,Cisco Systems acquisitions,https://en.wikipedia.org/wiki/List_of_acquisitions_by_Cisco_Systems,Cisco is an American computer networking company.
7407,Microsoft acquisitions,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Microsoft,"Microsoft is an American public multinational corporation headquartered in Redmond, Washington, USA that develops, manufactures, licenses, and supports a wide range of products and services predominantly related to computing through its various product divisions."
7408,IBM acquisitions,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_IBM,IBM has undergone a large number of mergers and acquisitions during a corporate history lasting over a century; the company has also produced a number of spinoffs during that time.
7409,Google acquisitions,https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_Alphabet,"Google is a computer software and a web search engine company that acquired, on average, more than one company per week in 2010 and 2011."
7410,Oracle acquisitions,https://en.wikipedia.org/wiki/Sun_acquisition_by_Oracle,"The acquisition of Sun Microsystems by Oracle Corporation was completed on January 27, 2010."
7411,Disney acquisitions,https://en.wikipedia.org/wiki/Acquisition_of_21st_Century_Fox_by_Disney,"The acquisition of 21st Century Fox by Disney was announced on December 14, 2017, and was completed on March 20, 2019."
7412,Cincinnati Bell,http://en.wikipedia.org/wiki/Cincinnati_Bell?oldid=1018548773&ns=0,"Cincinnati Bell, doing business as Altafiber (typeset as altafiber), is a regional telecommunications service provider based in Cincinnati, Ohio, United States."
7413,Quincy Media,http://en.wikipedia.org/wiki/Quincy_Media?oldid=1026212907&ns=0,"Quincy Media, Inc., formerly known as Quincy Newspapers, Inc., was a family-owned media company that originated in the newspapers of Quincy, Illinois."
7414,Verizon Media,http://en.wikipedia.org/wiki/Verizon_Media?oldid=1025316428&ns=0,The second incarnation of Yahoo Inc.
7415,Megaphone (podcasting),http://en.wikipedia.org/wiki/Megaphone_(podcasting)?oldid=1020847241&ns=0,"Megaphone (formerly Panoply Media) is a podcast technology company owned by Spotify, focusing on ad-insertion and hosting."
